name,name:en
衡水路,Hengshui Road
和田路,Hetian Road
杨思路,Yangsi Road
下南路,Xia'nan Road
德州路,Dezhou Road
洪山路,Hongshan Road
昌里路,Changli Road
灵岩路,Lingyan Road
历城路,Licheng Road
沪杭线,Huhang Line
星华公路,Xinghua Highway
曹安公路,Caoan Hwy.
真南路,Zhennan Road
武定路,Wuding Road
幸福路,Xingfu Road
建国西路,West Jianguo Road
永嘉路,Yongjia Road
即墨路,Jimo Road
上海体育学院办公楼,Shanghai University of Sport
宁国路,Ningguo Road
邢家桥北路,North Xingjiaqiao Road
政法路,Zhengfa Road
上海东方艺术中心,Shanghai Oriental Art Center
锦带路,Jindai Road
上海科技馆 Shanghai Science and Technology Museum,Shanghai Science and Technology Museum
世纪广场,Century Square
政东路,Zhendong Road
政西路,Zhenxi Road
长柳路,Changliu Road
上海科技馆行政办公楼,Shanghai Science and Technology Museum Administrative Office Building
天目西路,Tianmu Rd. (W)
芙蓉江路,Furongjiang Road
天山支路,Tianshan Branch Road
天中路,Tianzhong Road
泸定路,Luding Road
双流路,Shuangliu Road
安龙路,Anlong Road
仙霞路,Xianxia Road
紫云西路,West Ziyun Road
玉屏南路,South Yuping Road
古北路桥,Gubei Road Bridge
建国中路,Jianguo Rd. (M)
虹古路,Honggu Road
泉口路,Quankou Road
仙霞西路,Xian Xia Road (W)
平塘路,Pingjiang Road
甘溪路,Ganxi Road
百联西郊,Brilliance Shopping Mall
北虹路,Beihong Road
迎宾三路,Yingbinsan Road
北渔路,Beiyu Road
同普路,Tongpu Road
长风公园,Changfeng Park
汶水东路,East Wenshui Road
中山北一路,North Zhongshan No.1 Road
同济路,Tongji Road
甘河路,Ganhe Road
曲阳公园,Quyang Park
曲阳公园湖,Quyang Park Lake
广纪路,Guangji Road
博园路,Boyuan Road
祁连山南路桥,South Qilianshan Road Bridge
丹巴路,Danba Road
怒江路,Nujiang Road
梅川路,Meichuan Road
吉镇路,Ji Zhen Road
花家浜路,Huajiabang Road
清峪路,Qingyu Road
真光路,Zhenguang Road
新郁路,Xinyu Road
泾阳路,Jingyang Road
延川路,Yanchuan Road
新侯路,Xin Hou Road
中江路,Zhongjiang Road
怒江北路,North Nujiang Road
广灵四路,Guangling No. 4 Road
骊山路,Lishan Road
瑞金南路,South Ruijin Road
岚皋路,Langao Road
梅岭支路,Meiling Branch Road
杏山路,Xingshan Road
中山西路,West Zhongshan Road
中山南二路,South Zhongshan No. 2 Road
高潮路,Gaochao Road
古北路,Gubei Road
红宝石路,Hongbaoshi Road
国和小学,Guohe Elementary School
伯士路,Boshi Road
丰庄路,Feng Zhuang Road
棕榈路,Zonglv Road
千阳路,Qianyang Road
德国大陆集团亚洲总部,Continental
金沙江西路,Jinshajiang Rd. (W)
万镇路,Wanzhen Road
丰庄北路,Fengzhuang Rd. (N)
丰庄路,Fengzhuang Road
东金线,Dongjin Line
绥一路,Suiyi Road
泸定路桥,Luding Road Bridge
古北路,Gu Bei Road
永源路,Yongyuan Road
中山公园,Zhong Shan Park
昭化东路,East Zhaohua Road
鹤芳路,Hefang Road
金园一路,Jinyuan No.1 Road
哈密路,Hami Road
金浜路,Jinbang Road
平溪路,Pingxi Road
程家桥路,Chengjiaqiao Road
新潮路,Xinchao Road
协和路,Xiehe Road
定威路,Dingwei Road
华阳路,Huayang Road
龙之梦购物中心,Cloud Nine Shopping Mall
汇川路,Huichuan Road
白兰路,Bailan Road
山西路步行桥,Shanxi Road Pedestrian Bridge
龙华西路,West Longhua Road
龙吴路,Longwu Road
上海植物园,Shanghai Botanical Gardens
长华路,Changhua Road
华发路,Huafa Road
虹梅南路,Hongmei Rd. (S.)
朱梅路,Zhumei Road
莘朱路 1398 弄,1398 Xinzhu Road
同乐路,Tongle Road
莘朱路,Xinzhu Road
龙州路,Longzhou Road
莘朱东路,East Xinzhu Road
上中西路,West Shangzhong Road
天等路,Tiandeng Road
百色路,Baise Road
龙水北路,North Longshui Road
丰谷路,Fenggu Road
机场西路,West Jichang Road
龙华烈士陵园,Longhua Revolutionary Martyrs' Cemetary
龙华塔,Longhua Pagoda
后马路,Houmalu Road
沿江路,Yanjiang Road
黄金城道,Huangjincheng Avenue
天钥桥路,Tianyaoqiao Road
国宾路,Guobin Road
万达广场,Shanghai Wujiaochang Wanda Plaza
武定西路,West Wuding Road
万航渡路,Wanhangdu Road
智星路,Zhixing Road
西藏路,North Xizang Road
营口路,Yingkou Road
双阳北路,Shuangyang Rd. (N.)
双阳路,Shuangyang Road
国顺东路,East Guoshun Road
国顺路,Guoshun Road
关山路,Guanshan Road
大润发杨浦店,RT-Mart
建国东路,Jianguo Rd. (E)
淡水路,Danshui Road
金陵西路,West Jinling Road
宁海西路,West Ninghai Road
瑞金一路,Ruijin No. 1 Road
枫林路,Fenglin Road
岳阳路,Yueyang Road
皋兰路,Gaolan Road
永康路,Yongkang Road
斜徐路,Xiexu Road
丽园路,Liyuan Road
康定东路,East Kangding Road
青海路,Qinghai Road
天津路,Tianjin Road
黄浦路,Huangpu Road
高东二路,Gaodong'er Road
园洲路,Yuanzhou Road
园三路,Yuansan Road
园一路,Yuanyi Road
园恒路,Yuanheng Road
栖霞路,Qixia Road
小石桥路,Xiaoshiqiao Road
招远路,Zhaoyuan Road
昌邑路,Changyi Road
规二路,Gui'er Road
松林路,Songlin Road
银洲街,Yinzhou Street
复兴东路隧道 (上层),East Fuxing Road Tunnel (Upper Level)
復興東路隧道 (上層),East Fuxing Road Tunnel (Upper Level)
复兴东路隧道(上层),East Fuxing Road Tunnel (Upper Level)
复兴东路隧道 (下层),East Fuxing Road Tunnel (Lower Level)
洋泾镇路,Yangjingzhen Road
定水路,Dingshui Road
锦康路,Jinkang Road
南洋泾路,South Yangjing Road
寿光路,Shouguang Road
归昌路,Guichang Road
凌河路,Linghe Road
兰城路,Lancheng Road
莱阳路,Laiyang Road
荷泽路,Heze Road
牟平路,Muping Road
五莲路,Wulian Road
台儿庄路,Taierzhuang Road
平度路,Pingdu Road
浦泽路,Puze Road
佳京路,Jiajing Road
永宁路,Yongning Road
唐陆公路,Tanglu Highway
成园路,Chengyuan Road
乐林路,Lelin Road
乐园路,Leyuan Road
冀桥路,Jiqiao Road
榕桥路,Rongqiao Road
金吉路,Jinji Road
金皖路,Jinwan Road
鲁桥路,Luqiao Road
金闽路,Jinmin Road
金苏路,Jinsu Road
云桥路,Yunqiao Road
金藏路,Jinzang Road
金三支路,Jinsan Feeder Road
东高路,Donggao Road
秦桥路,Qinqiao Road
金辽路,Jinliao Road
陇桥路,Longqiao Road
赵环路,Zhaohuan Road
富特西三路,Futexisan Road
澳尼路,Aoni Road
美桂南路,South Meigui Road
日樱南路,South Riying Road
东葛路,Dongge Road
东波路,Dongbo Road
兴运路,Xingyun Road
津行路,Jinhang Road
上海轨道交通6号线,Shanghai Metro Line 6
华申路,Huashen Road
美盛路,Meisheng Road
东融路,Dongrong Road
季景路,Jijing Road
夏碧路,Xiabi Road
富特北路,North Fute Road
新兰路,Xinlan Road
马吉路,Maji Road
菲拉路,Feila Road
日京路,Rijing Road
基隆路,Jilong Road
奥纳路,Aona Road
富特西一路,Futexiyi Road
港九路,Gangjiu Road
富特东一路,Futedongyi Road
泰谷路,Taigu Road
秋霞路,Qiuxia Road
晨晖路,Chenhui Road
藿香路,Huoxiang Road
高翔路,Gaoxiang Road
加太路,Jiatai Road
荷丹路,Hedan Road
春晖路,Chunhui Road
港电路,Gangdian Road
长江一路,Changjiangyi Road
东海四路,Donghaisi Road
威斯路,Weisi Road
经七路,Jingqi Road
欧高公路,Ougao Highway
欧高路,Ougao Road
海徐路,Haixu Road
季景北路,North Jijing Road
西三里桥路,Xisanliqiao Road
杨高南路,Yanggao Rd. (S)
云莲路,Yunlian Road
打浦路隧道,Dapu Rd. Tunnel
开平路,Kaiping Road
长清北路,Changqing Rd. (N.)
日晖东路,East Rihui Road
后滩路,Houtan Road
世博大道,Expo Avenue
雪野路,Xueye Road
外滩隧道,Bund Tunnel
国展路,Guozhan Road
西藏南路隧道,South Xizang Road Tunnel
中山南一路,South Zhongshan No. 1 Road
林荫路,Linyin Road
武康路,Wukang Road
宝庆路,Baoqing Road
乌鲁木齐中路,Middle Wulumuqi Road
华亭路,Huating Road
乌鲁木齐北路,North Wulumuqi Road
翔殷支路,Xiangyin Feeder Road
王家码头路,Wangjiamatou Road
双桥路,Shuangqiao Road
源华路,Yuanhua Road
复兴岛公园,Fuxing Island Park
龙居路,Longju Road
金工路,Jingong Road
建平路,Jianping Road
博山路,Boshan Road
泾南路,Jingnan Road
宜川路,Yichuan Road
万泉路,Wanquan Road
真华路,Zhenhua Road
西乡路,Xixiang Road
运城路,Yuncheng Road
万荣路,Wanrong Road
大华路,Dahua Road
真金路,Zhenjin Road
泾惠路,Jinghui Road
甘泉路,Ganquan Road
双山路,Shuangshan Road
黄陵路,Huangling Road
大华三路,Dahua Road (No. 3)
江苏北路,North Jiangsu Road
兰溪路,Lanxi Road
高陵路,Gaoling Road
铜川路,Tongchuan Road
子州路,Zizhou Road
经六路,Jingliu Road
瑞德路,Ruide Road
长江四路,Changjiangsi Road
经五路,Jingwu Road
纬四路,Weisi Road
经五路,Jingliu Road
行南公路,Hangnan Highway
东陆公路,Donglu Highway
浦悦路,Puyue Road
浦隆路,Pulong Road
南张路,Nanzhang Road
南新路,Nanxin Road
高西中心路,Gaoxizhongxing Road
陈春路,Chenchun Road
绿林路,Lulin Road
镇中心路 (北蔡),Zhenzhingxin Road
莲安西路,West Lian'an Road
杨莲路,Yanglian Road
严民路,Yanmin Road
西中路,Xizhong Road
五星路,Wuxing Road
锦和路,Jinhe Road
锦安西路,West Jin'an Road
锦安东路,East Jin'an Road
前程路,Qiancheng Road
东环龙路,East Huanlong Road
浦建路,Pujian Road
塘桥新路,New Tangqiao Road
南桥·环城北路,Nanqiao · North Huancheng Road
南桥·环城西路,Nanqiao · West Huancheng Road
南桥路,Nanqiao Road
川南奉公路 ChuanNanFeng Highway,Nanfeng Highway
南亭公路,Nanting Highway
浦星公路,Puxing Highway
南桥·环城南路,Nanqiao · South Huancheng Road
孙环路,Sunhuan Road
高木桥路,Gaomuqiao Road
孙农路,Sunnong Road
孙建路,Sunjian Road
军民公路,Junmin Highway
殷家浜路,Yinjiabang Road
殷军路,Yinjun Road
韩荡路,Handang Road
殷北路,Yinbei Road
陈水关路,Chenshuiguan Road
达安花园,Da'an Gardens
余姚路,Yuyao Road
安义路,Anyi Road
安运路,Anyun Road
博成路,Bocheng Road
周家渡路,Zhoujiadu Road
世博源,River Mall
白莲泾路,Bailianjing Road
世博馆路,Shiboguan Road
塘子泾路,Tangzijing Road
华丰路,Huafeng Road
沂南路,Yinan Road
世博村路,Shibocun Road
上钢路,Shanggang Road
孙桥文化公园,Sunqiao Cultural Park
川南奉公路,Chuannanfeng Hwy.
沪陕高速,Hushan Expressway
上海长江大桥,Shanghai Yangtze River Bridge
龙耀路隧道,Longyao Road Tunnel
金石路,Jinshi Road
南码头路,Nanmatou Road
世博源,Expo Axis
雪野二路,Xueye No. 2 Road
保屯路,Baotun Road
局门路,Jumen Road
蒙自路,Mengzi Road
明天广场,Tomorrow Square
金陵大厦,Jinling Skyscraper
香港广场,Hong Kong Plaza
K11 艺术购物中心,K11 Art Mall
工农二村,Gongnong No. 2 Xincun
殷行新村,Yinhang Xincun
工农一村,Gongnong No. 1 Xincun
工农三村,Gongnong No. 3 Xincun
中原实验学校,Zhongyuan Experimental School
市光四村,Shiguang Xincun
水电新村,Shuidian Xincun
南泉路,Nanquan Road
塘桥新路,Tangqiaoxin Road
飞沪路,FeiHu Road
上海轨道交通7号线下行,Shanghai Metro Line 7 Backward
达尔文路,Daerwen Road
蔡伦路,Cailun Road
科苑路,Keyuan Road
丹桂路,Dangui Road
河南北路,Henan Rd. (N)
上海轨道交通5号线 (在建),Shanghai Metro Line 5 (Future)
上海轨道交通9号线,Shanghai Metro Line 9
上海轨道交通4号线,Shanghai Metro Line 4
小木桥路,Xiaomuqiao Road
外高桥保税区,Waigaoqiao Free Trade Zone
高东一路,Gaodongyi Road
永登路,Yongdeng Road
金昌路,Jinchang Road
古浪路,Gulang Road
玉门路,Yumen Road
常和路,Changhe Road
景泰路,Jingtai Road
祁春路,Qichun Road
上海大学（宝山校区）,Shanghai University (Baoshan Campus)
政修路,Zhengxiu Road
鲁南路,Lunan Road
沈杜公路,Shendu Highway
斜土东路,Xietu Rd. (E)
国货路,Guohuo Road
斜土支路,Xietu Feeder Road
雅安路,Ya'an Road
上中路隧道,Shangzhong Road Tunnel
林浦路,Linpu Road
国和一村,Guohe Yicun
长海新村,Changhai Xincun
瞿溪路,Quxi Road
普育东路,East Puyu Road
普育西路,West Puyu Road
西凌家宅路,Xilingjiazhai Road
汝南街,Runan Street
五里桥路,Wuliqiao Road
蒙自东路,Mengzi Rd. (E)
蒙自西路,Mengzi Rd. (W)
西藏南路隧道,South Xizang Road Tunnel (Expo 2010)
东新民路,East Xinmin Road
宝通路,Baotong Road
新江湾城时代花园,Xinjiangwancheng Century Gardens
秦皇岛路,Qinhuangdao Road
上飞大道,Shangfei Avenue
景星路,Jingxing Road
福禄街,Fulu Street
怀德路,Huaide Road
盐山路,Yanshan Road
吉林路,Jilin Road
惠民公园,Huimin Park
丹阳路,Danyang Road
鞍山四村第一小区,Anshan Xincun
鞍山新村,Anshan Xincun
同济新村,Tongji Xincun
海州路,Haizhou Road
东走马塘,Dong Zoumatang
同一路,Tongyi Road
济一路,Jiyi Road
同二路,Tonger Road
同三路,Tongsan Road
济二路,Jier Road
济四路,Jisi Road
济三路,Jisan Road
松鹤公园,Songhe Park
新建路隧道,Xinjian Road Tunnel
人民路隧道,Renmin Road Tunnel
西藏北路,Xizang Rd. (N)
西藏北路地道,North Xizang Road Tunnel
世纪大道,Century Road
同济图书馆,The Library of Tongji University
淞浦路,Songpu Road
泰和路,Taihe Road
宝杨支路,Baoyang Feeder Road
密山东路,East Mishan Road
临江公园,Linjiang Park
永清苑,Yongqingyuan
宝山八村,Baogang Baoshan Xincun
宝宸花园,Baochen Garden
淞兴西路,West Songxing Road
逸仙路,Yixian Road
同济高架路,Tongji Elevated Road
月罗公路,Yueluo Highway
蕰川公路,Yunchuan Highway
古莲路,Gulian Road
月川路,Yuechuan Road
翠钰南路,South Cuiyu Road
上海轨道交通2号线,Shanghai Metro Line 2
青岛路,Qingdao Road
温州路,Wenzhou Road
牯岭路,Guling Road
长沙路,Changsha Road
白河路,Baihe Road
黄河路,Huanghe Road
山海关路,Shanhaiguan Road
定兴路,Dingxing Road
翔殷新村,Xiangyin Xincun
城市名园,City Mingyuan
市光一小,Shiguang No. 1 Elementary
国和一村,Guohe Xincun
工农四村,Gongnong No. 4 Xincun
星源花苑,Xingyuan Huayuan
上海体育学院,Shanghai University of Sport
体育新村,Tiyu Xincun
春岚苑,Chunlanyuan
中原大厦,Zhongyuan Towers
民星高级中学,Minxing Hi-Tech High School
文庙路,Wenmiao Road
静修路,Jingxiu Road
曹家弄,Caojia Lane
庄家街,Zhuangjia Lane
肇方弄,Zhaofang Lane
柳江街,Liujiang Street
西仓桥街,Xicangqiao Street
小桃园街,Xiaotaoyuan Street
宝源路,Baoyuan Road
宝昌路,Baochang Road
四川北路公园,North Sichuan Road Park
新江湾城雍景苑,New Jiangwan Town Yongjingyuan
黄石路,Huangshi Road
天钥桥南路,South Tianyaoqiao Road
滨江路,Binjiang Road
临江路,Linjiang Road
喜泰路,Xitai Road
罗城路,Luocheng Road
龙吴路 410 弄,410 Longwu Road
梅园路,Meiyuan Road
恒通路,Hengtong Road
海防路,Haifang Road
普济路,Puji Road
上海火车站南广场,Shanghai Railway Station South Square
裕通路,Yutong Road
顺德路,Shunde Road
远景路,Yuanjing Road
凯旋路桥,Kaixuan Road Bridge
光复西路,West Guangfu Road
凯旋北路,North Kaixuan Road
开鲁一小,Kailu No. 1 Elementary
大地幼儿园,Dadi Kindergarten
衡山路漕溪北路隧道,Hengshan Road North Caoxi Road Tunnel
天平路,Tianping Road
广元路,Guangyuan Road
余庆路,Yuqing Road
吴淞江,SoochowGreek
凯进路,Kaijin Road
中漕路,Zhongcao Road
东方商厦,Oriental Shopping Center
何家湾路,Hejiawan Road
麦德,Metro
新嘉路,Xinjia Road
东交通路,East Jiaotong Road
胡家木桥路,Hujiamuqiao Road
海伦西路,West Hailun Road
贵中路,Guizhong Road
银欣路,Yinxin Road
天通庵路,Tiantong'an Road
瑞金医院,Ruijin Hospital
普陀路,Putuo Road
长寿公园,Changshou Park
江宁路桥,Jiangning Road Bridge
光复西路,Guangfu Rd. (W.)
宜昌路,Yichang Road
澳门路,Aomen Road
大统路地道,Datong Road Tunnel
华昌路,Huachang Road
芷江中路,Zhijiang Rd. (M)
南山路,Nanshan Road
青云路,Qingyun Road
通阁路,Tongge Road
临山路,Linshan Road
公兴路,Gongxing Road
会文路,Huiwen Road
止园路,Zhiyuan Road
永兴路,Yongxing Road
启东路,Qidong Road
厚德路,Houde Road
上海植物园,shanghai botanical garden
恒业路,Hengye Road
西横浜路,Xihengbang Road
广联路,Guanglian Road
黄山路,Huangshan Road
大宁路,Daning Road
景祥路,Jingxiang Road
民晏路,Minyan Road
广延路,Guangyan Road
俞泾港路,Yujinggang Road
陈家宅路,Chenjiazhai Road
民和路,Minhe Road
闸北公园,Zhabei Park
芷江西路,West Zhijiang Road
东茭泾,Dongjiaojing
子长路,Zichang Road
油车码头街,Youchematou Street
丰记码头街,Fengjimatou Street
公义码头街,Gongyimatou Street
万豫码头街,Wanyumatou Street
凝和路,Ninghe Road
牌楼路,Pailou Road
黄家阙路,Huangjiaque Road
宁安路,Ning'an Road
王家嘴角街,Wangjiazuejiao Street
来福士广场,Raffles City
新世界城,New World City
百联世茂国际广场,Bailian Shimao International Plaza
永安百货,Yong'an Department Store
宝龙大厦,Baolong Tower
黄兴体育运动公园,Huangxing Sports Park
佳泰花园,Jiatai Gardens
惠信苑,Huixinyuan
沿江高速,Yanjiang Expressway
交通公园,Jiaotong Park
城上城,Chengshangcheng
徐家宅路,Xujiazhai Road
京江路,Jingjiang Road
长兴路,Changxing Road
新路,Xin Road
新马路,Xinma Road
上海长途客运总站,Shanghai Long-Distance Bus Terminal
长顺路,Changshun road
虹梅路步行街,Hongmei Pedestrian Street
金光路,Jin Guang Road
谈家桥路,Tanjiaqiao Road
华阴路,Huayin Road
宜川公园,Yichuan Park
光华大道,Guanghua Avenue
博学北路,North Boxue Road
日月路,Riyue Road
望道路,Wangdao Road
相伯路,Xiangbo Road
第二教学楼,Teaching Building 2
第三教学楼,Teaching Building 3
一号楼,Building 1
二号楼,Building 2
三号楼,Building 3
七号楼,Building 7
六号楼,Building 6
日月东路,East Riyue Road
日月西路,West Riyue Road
博学南路,South Boxue Road
哈雷路,Halei Road
通耀路,Tongyao Road
张衡路,Zhangheng Road
三八河路,Sanbahe Road
景明路,Jingming Road
临沂公园,Linyi Park
北艾路,Bei'ai Road
西泰林路,Xitailin Road
东泰林路,Dongtailin Road
三林路,Sanlin Road
御桥路,Yuqiao Road
环林东路,East Huanlin Road
环林西路,West Huanlin Road
泰环路,Taihuan Road
居安路,Ju'an Road
南林路,Nanlin Road
品柿路,Pinshi Road
春延路,Chunyan Road
富民沙路,Fuminsha Road
王家街,Wangjia Street
海春路,Haichun Road
高桥,Gaoqiao Xueqian Street
义王路,Yiwang Road
学后街,Xuehou Street
海高公路,Haigao Highway
草高支路,Caogao Feeder Road
长治路,Changzhi Road
富润路,Furun Road
龙华东路,East Longhua Road
打浦路,Dapu Road
新开河路,Xinkaihe Road
半淞园路,Bansongyuan Road
外马路,Waimalu Road
高雄路,Gaoxiong Road
苗江路,Miaojiang Road
望达路,Wangda Road
香港新世界花园,Hong Kong New World Gardens
天山路,Tianshan Road
顺义路,Shunyi Road
谈家渡路,Tanjiadu Road
宁夏路,Ningxia Road
普雄路,Puxiong Road
桐柏路,Tongbai Road
杨柳青路,Yangliuqing Road
枣阳路,Zaoyang Road
